Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,y_pred_1,y_pred_2,y_pred_3,y_pred_4,y_pred_5,y_pred_6,y_pred_7,y_pred_8,y_pred_9
3,2022-03-17,4,0.2042827519154476,0.1839112343966712,0.2278260869565217,-0.1083323120261643,-0.1384364820846905,0.0014903129657228,1.2435259345262102,0.9970238095238096,1.3213610586011342,0.3873319698596902,0.3532022828154724,0.4063694267515924,0.3387260865941808,0.3077561177934467,0.3886855899515379,6.4901423,0.4049251647027647,2.6280219397718803,0,0.19983166584809686,0.06729972353398128,0.0978186121098765,0.10124255222097436,0.14551801218615487,0.0006600890528585065,5.099472501199188e-07,2.4060929745756953e-15,1.0972805546357268e-19
4,2022-03-22,4,0.2071025528373481,0.1859350026638252,0.2341628959276018,-0.0713097636776449,-0.1031503529659677,0.0444260158748963,1.154315410194492,0.9149274047186932,1.2300281954887218,0.3959025082393497,0.3652924256951103,0.4132257063023906,0.330936783855671,0.3027545702704938,0.3908241291418862,6.49226,0.4081679357629503,2.649932362636372,5,0.21064068561403929,0.09374355176317661,0.11711923316477299,0.11924121027637696,0.13920249463039092,0.03831729484303325,0.006984241902685394,1.84509362897408e-05,6.636718130943094e-07
6,2022-03-27,4,0.0162148564210721,-0.0687960687960688,0.1907983761840324,-0.4185899491930849,-0.609271523178808,-0.2649572649572649,2.4570841678555704,1.7209302325581397,4.11864406779661,0.1453495263087692,0.0554838709677419,0.3685847589424572,0.0883462698065407,-0.6521739130434783,1.8032786885245904,5.696387,0.1886470848842329,1.0746068019224408,10,0.2214497053799817,0.11966765915754592,0.13652936688899514,0.13755427120433728,0.1389802881257046,0.07354727629294223,0.025331013236099664,0.00027265647731312395,1.9649798059776454e-05
5,2022-04-01,4,0.0758745724754594,-0.2057971014492753,0.2473118279569892,-0.4445174107275096,-0.622093023255814,-0.2525773195876288,2.6347061046603857,1.6758620689655173,4.292307692307692,0.1705245168043477,-0.1477272727272727,0.2742718446601941,0.2195757514176066,-3.6,1.4853556485355648,5.6393614,0.2572557583467783,1.4507581935485496,15,0.2322587251459241,0.14507204571708923,0.1560279133895201,0.15614442470685902,0.14404696358326596,0.10664910270177086,0.05182433380897568,0.0012751836311556141,0.00013807931620285553
7,2022-04-06,4,0.1149868919901578,0.0892561983471074,0.1447282252783235,-0.165095771663805,-0.2298784018529241,-0.1101173840134153,1.3966777884167747,1.2474874371859297,1.5969924812030074,0.0771797088086991,0.0488390712570056,0.1492439184746877,-0.5654970926412137,-5.261904761904762,-0.3618248557944415,7.3021927,0.3022349257886815,2.206977668779152,20,0.24306774491186653,0.1699567114418065,0.175593772773325,0.1749749044937918,0.1536555186112915,0.13788510463927403,0.08380336965473656,0.0037192368020749532,0.0005378532665518166
8,2022-04-11,4,0.2101788457868144,0.1609322974472808,0.2563347083087802,-0.3537721877795453,-0.419502430654847,-0.2589686098654709,2.0986616810157983,1.6989409984871406,2.445320197044335,0.2899364716049066,0.2531328320802005,0.3286219081272085,0.601754005951205,0.3683943089430894,0.8895446880269814,7.250565,0.4117056726548365,2.985098740452615,25,0.25387676467780895,0.19432165633169773,0.19520584514738692,0.19400948828283082,0.16711449741069012,0.1674838411195343,0.11909948901085608,0.00836796496897868,0.001515153351374264
9,2022-04-16,4,0.2271847816998671,0.1694094869312681,0.2830188679245283,-0.3082949904009631,-0.3798994974874372,-0.2476926914442504,1.894708249037568,1.6584880636604775,2.2252836304700163,0.2713807990856412,0.2358393408856848,0.3104799216454456,1.2497592749548565,0.6007067137809187,2.568493150684932,6.3235817,0.4312624989548471,2.7271236462871404,30,0.26468578444375135,0.21816688038676296,0.2148430306186831,0.2132124977995172,0.18378611067071002,0.19564295217447672,0.15597726574125076,0.015966493336555723,0.0034749397806759985
11,2022-05-01,4,0.2612017359852794,0.1550032701111837,0.32574679943101,-0.178400340713321,-0.2567414457285293,-0.0354815351194786,1.43996091419695,1.0735735735735736,1.6908536585365854,0.2434389461929102,0.1940500338066261,0.2818532818532818,3.848389581404737,-261.875,318.75,4.4319563,0.4703819963830713,2.08471245227653,45,0.29711284374157865,0.2865842275430025,0.273694266685748,0.271483458088558,0.24746437924064474,0.27305184361126333,0.2641249045836366,0.062348124370670395,0.02045586588967074
12,2022-05-11,4,0.2884360788958728,0.1873455264458724,0.3705275924802911,-0.1439981985370717,-0.2430886558627264,0.0283388132143416,1.3443810617598544,0.944884287454324,1.6423173803526447,0.290170959218566,0.2215384615384615,0.3619233268356075,4.8906293873778734,-507.5,2770.0,5.555295,0.5017014907302537,2.787099782946325,55,0.31873088327346344,0.32959718813969885,0.3126671581778764,0.3105432722408017,0.29653082903902134,0.3199325566474115,0.3271290458491978,0.11596310909144134,0.04665352620083558
13,2022-05-16,4,0.3261348772624604,0.2223618090452261,0.4315151515151515,-0.1506195994614443,-0.2419847328244274,-0.0662801932367149,1.358846699683761,1.1419701986754969,1.6384692849949647,0.3383992302181922,0.2742671009771987,0.4084675014907573,1.293854065640356,0.7599684168969602,1.833946400420389,7.015527,0.5450551088518294,3.823848832637948,60,0.3295399030394059,0.35032408718580793,0.33201192447909755,0.33003805679909837,0.3218531037354371,0.3422034378214582,0.3549335296231819,0.14950282517371097,0.06571916309603008
