Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6,ndmi_mean_pred_7,ndmi_mean_pred_8,ndmi_mean_pred_9
17,2022-06-25,13,0.5182988729925251,0.3796923076923077,0.641652123327516,-0.019123483110462,-0.1129251700680272,0.0894412577012959,1.0435049113471708,0.8358034321372855,1.2546012269938651,0.4414093500449484,0.3524835427887492,0.533695652173913,2.083082502897147,1.1267123287671232,3.0603174603174605,6.12604,0.7660437039414039,4.692814372093197,80,-0.02482403696637453,-0.004704837476080119,-0.001025118308541767,-0.001431376546445426,0.011799527840862273,0.009247664247307795,-0.009456105195606135,0.030518348733437506,0.03219657834230681
18,2022-06-30,13,0.5123537103372483,0.3595706618962433,0.6579984239558707,-0.0112928305132091,-0.10550227158001,0.0924195223260643,1.0275423903006904,0.8307984790874525,1.2358916478555304,0.437970871324796,0.3386060306475531,0.5569807597434633,1.859024114315046,1.0346062052505969,2.654100866021396,5.818165,0.7592067668878355,4.417190238869964,85,-0.01891544011667859,0.004473241741834363,0.008052338058485126,0.007770552475538255,0.024366282006354822,0.021937097753401552,0.011085805521343417,0.03541217366563748,0.03869756594599974
19,2022-07-05,13,0.5470584452850143,0.4136029411764705,0.6667406256933659,0.0388080936497128,-0.0608034744842562,0.1581868640148011,0.930176554446968,0.7268370607028753,1.129479768786127,0.4594241406490817,0.3703396851698425,0.5735232509426058,2.505754545437262,1.469422423556059,3.516093835242771,5.6756487,0.7991172120777665,4.5355085658768,90,-0.013006843266982648,0.013396153376216113,0.016819031364005976,0.01666462822313917,0.0359090426335929,0.03373016264750739,0.030996963011887146,0.04046018255049331,0.045551812365790936
20,2022-07-10,13,0.5268398655887829,0.3826714801444043,0.6818293582493238,0.0228850050572395,-0.0824881676808654,0.1447698744769874,0.9606454638485784,0.7470760233918129,1.1798084008843035,0.4545637547690542,0.3592576226248343,0.5789473684210527,1.6780368787702502,1.0457209847596718,2.3824006488240066,6.9233246,0.7758658454271004,5.371571093945241,95,-0.007098246417286708,0.022063897427065104,0.02527925211471893,0.02525224857708818,0.04637502489414719,0.044553150453180174,0.04965539134110841,0.045587317976697385,0.05260318350696243
24,2022-07-30,13,0.574766281014524,0.4278394534585824,0.708313539192399,0.0992334903387432,-0.0376377625285922,0.2291915911809947,0.8245922070925895,0.6270856507230256,1.078219533275713,0.4760402189205935,0.3934520390580126,0.5768471826353869,1.823062868979188,1.1144890998072077,2.567676767676768,5.497935,0.8309812231667025,4.568680751191025,115,0.01653614098149707,0.05418319779513343,0.05614121970345359,0.056573976833011366,0.07723059818463862,0.07740515677854132,0.10288755452761222,0.06542862309658874,0.07918026595627586
25,2022-08-04,13,0.5783672306449702,0.4265267175572519,0.6986301369863014,0.0965547723314976,-0.0223416764656475,0.2336448598130841,0.8283597235081309,0.6212121212121212,1.045704467353952,0.4813604600537522,0.4024390243902439,0.5817549284885968,2.331511077389866,1.5800899364242518,3.1806451612903226,6.1213098,0.8351223152417158,5.112042412487804,120,0.02244473783119301,0.061575103928318595,0.06313343528059856,0.06365813159169215,0.082309967928335,0.08299518826437358,0.10960834272038866,0.06990205128811336,0.08450704415839072
26,2022-08-09,13,0.6130684535339177,0.4525679758308157,0.7653014265991717,0.136066448082204,-0.0130442770530957,0.2544146500981033,0.7639692772510802,0.59436913451512,1.026433358153388,0.5046074814610431,0.4149499705709241,0.6268023748939779,1.8171218116407,1.2376074025115664,2.580695220360025,5.8538513,0.8750287215640054,5.122288019264791,125,0.02835333468088895,0.06871184247797106,0.06984492134312426,0.07044892413832304,0.08644320863987454,0.08759402985948422,0.11359624118375322,0.07408235651969228,0.08898567496185095
28,2022-08-19,13,0.5848857996122094,0.4547563805104408,0.7574370709382151,0.115311933300381,-0.0362798155943074,0.2868632707774799,0.8009267996581461,0.5541666666666667,1.0752911813643926,0.4979818976701744,0.4141176470588235,0.6271186440677966,1.848840986251544,1.2025495750708215,2.692979392245896,5.856288,0.8426186695540409,4.934617603085295,135,0.04017052838028083,0.0822198168266776,0.08244286695111042,0.08316251273832449,0.09219848438816158,0.09406219097951574,0.11401657899724427,0.08145851213386021,0.09497405592877972
29,2022-08-19,13,0.5826975333700247,0.456768558951965,0.7526436781609196,0.1150677121332432,-0.0374245472837022,0.2830696735106024,0.8011409097901453,0.5587618048268626,1.0777591973244147,0.4959648099097807,0.4107932763196697,0.62281822051937,1.8771063231325047,1.2252564658286371,2.7523673396462387,5.856288,0.8401021633755285,4.919880218150147,135,0.04017052838028083,0.0822198168266776,0.08244286695111042,0.08316251273832449,0.09219848438816158,0.09406219097951574,0.11401657899724427,0.08145851213386021,0.09497405592877972
30,2022-08-24,13,0.571642261302383,0.4413830361966505,0.7417308563661078,0.0863295345888897,-0.0562032364712023,0.2699710441151422,0.8498367515368652,0.5748390557939914,1.1191002949852509,0.4980667721407572,0.4110301768990634,0.6343537414965986,1.930469883073496,1.294478527607362,2.8784860557768925,6.208996,0.8273886004977405,5.137252510936069,140,0.04607912522997677,0.08859105262573179,0.08833790750996695,0.0890919140889988,0.09401067355659332,0.09608775403759451,0.11099149978651468,0.08463536686439946,0.09637249547086668
31,2022-09-08,13,0.597221500726355,0.4388984509466437,0.7783882783882784,0.1360858403303912,-0.0052812858783008,0.3190694515197826,0.7648328858486783,0.5162203913491246,1.01061865189289,0.5265518737161872,0.4546485260770975,0.6555839727195226,1.4199618758244137,0.8839842847238272,2.118246968026461,4.9201674,0.8568047258353083,4.215622680220822,155,0.0638049157790646,0.10617375452169764,0.10445878628636857,0.10521488402475541,0.0964869291865833,0.09850594943883584,0.09364006639067668,0.09229956304016584,0.09452854390252385
32,2022-09-13,13,0.578031218225333,0.4209065679925994,0.7601149150107733,0.0844030302154205,-0.0588235294117647,0.2828476705636014,0.8503988363843646,0.559031556039173,1.125,0.5053211662433675,0.4323511725796752,0.6363231693745827,1.8440789845340528,1.1247528015820698,2.7007364828453384,4.9559274,0.834735900959133,4.136890523327054,160,0.06971351262876054,0.11152431998662078,0.10932529993410661,0.11004775251410108,0.09671431780683637,0.09847024492809309,0.08664204376516693,0.09436021656062943,0.09229843310630237
33,2022-09-23,13,0.5923586253547075,0.4067357512953368,0.7419851243908695,0.0687750730319212,-0.0925423020681011,0.2453245324532453,0.8770947430427278,0.6060070671378092,1.203959484346225,0.5189860343009783,0.4270696452036793,0.615604186489058,2.018844173511672,1.154836336888562,2.7944478464992857,4.496855,0.8512124191579137,3.82777882315236,170,0.08153070632815242,0.1214599481658687,0.11832340135317787,0.1189281819966686,0.09698557701630595,0.09787507683898378,0.07373776389361808,0.09809342322134933,0.08665155243939004
34,2022-10-03,13,0.574977944447897,0.4099810486418193,0.7524920982251398,0.0410970049814241,-0.1132112620594605,0.2583798882681564,0.9307276576330974,0.5893451720310766,1.2553285968028418,0.5161538321029806,0.4180432020330368,0.6278229448961157,1.87393937084814,1.098324589609071,2.70501360279829,4.068487,0.8312246361150815,3.38182662611394,180,0.0933479000275443,0.13037490601098564,0.1263702049816966,0.1267943835086934,0.09777777267566634,0.09743141639168962,0.06528644895871594,0.10181589339058619,0.08132579356082204
35,2022-10-13,13,0.6025916013245209,0.4291312867406923,0.7622080679405521,0.0420745867436208,-0.130506721820062,0.2467341306347746,0.9305124245964468,0.6041912632821723,1.3001902949571835,0.5465097321644609,0.4498338870431894,0.6427480916030535,1.844630251523961,1.0707301173402868,2.6213946695874406,4.669134,0.862980341523199,4.02937085393758,190,0.10516509372693618,0.13826919352197153,0.13350003487324785,0.1336889127441331,0.09992897241303433,0.09813104898731062,0.06418109681962392,0.10618981390486724,0.07888470052592567
37,2022-11-27,13,0.6651624149654509,0.4903086862885857,0.7805774278215223,0.1745656572226526,0.0014471780028943,0.3108134342846049,0.7075839721763165,0.5257701421800948,0.9971098265895952,0.5809929015833931,0.4960835509138381,0.6538274012676744,1.676954046334493,1.1053568538598475,2.264059469941823,3.1374617,0.9349367772102686,2.93332833041865,235,0.15834246537419966,0.16116269193653643,0.15515703307699935,0.154011127095281,0.13946829209080924,0.13431185501784793,0.15781375122952568,0.14681360392603568,0.14831525423501546
38,2022-12-22,13,0.6370086730961013,0.466030989272944,0.7219538378958669,0.1945673863800849,0.0280922431865828,0.3156794425087108,0.6781948975449594,0.5201271186440678,0.9453507340946168,0.5265714551772911,0.4318975552968568,0.5917256396298313,2.605526119272728,1.7627516122728162,3.7328479417530094,2.68869,0.9025599740605164,2.42670397665677,260,0.1878854496226794,0.16495043674320364,0.16061679998014522,0.15907141549492176,0.17779145216048597,0.17713503171925815,0.20679504872327925,0.17969061860436455,0.20607834041570072
39,2022-12-27,13,0.6476688551433235,0.5010337698139214,0.75973669775096,0.1594815933024127,0.0011093854004881,0.2877039395145245,0.7294003625209762,0.5531520395550061,0.9977836879432624,0.5575595721501615,0.4656390494540783,0.6318131256952169,1.5941094871332324,1.0556216144801165,2.1115107913669067,2.6306124,0.914819183414822,2.406534687648905,265,0.19379404647237536,0.16494248295393887,0.16120980535276586,0.15967129655322573,0.18480259388067743,0.18557459499038043,0.2072392598549868,0.18504378885736222,0.20933820818800086
41,2023-01-16,13,0.6572966203699631,0.512549537648613,0.765704584040747,0.1744708335361348,0.0071610071610071,0.3169877408056042,0.7077104333468475,0.5186170212765957,0.9857798165137616,0.5668605089035187,0.5049767750497678,0.6428943258719417,1.54979997434525,1.038340666247643,2.0934552729351243,3.2226198,0.9258911134254576,2.9837950347689253,285,0.21742843387115912,0.1623589919615519,0.1620616837064891,0.1610030660534484,0.2007065278108815,0.20706437351702434,0.17026093906270034,0.19347650263839664,0.17375867634348197
42,2023-02-05,13,0.5824721435399492,0.4486353879178166,0.686497672012416,0.1722428366317938,0.0367113651351945,0.3045186640471513,0.7101580639410265,0.5331325301204819,0.9291772688719252,0.4916565290326283,0.4076281287246722,0.5606587798654604,2.160728308885183,1.4897202561509943,3.3173212771969487,3.3493524,0.8398429650709416,2.8129300506834745,305,0.24106282126994288,0.15569281963264092,0.16068727736290778,0.16110495612689885,0.17567658825472776,0.18129602804382472,0.11868773503692864,0.16765597767168647,0.10614961871954165
43,2023-02-15,13,0.5651702957262185,0.4049787492410443,0.6779261586802828,0.1420350197029662,0.0089383039023326,0.2816215162736308,0.755770803735771,0.5605231143552312,0.9822817631806396,0.4962031737074405,0.404126213592233,0.565884044082415,1.6230669383680505,1.083644278606965,2.233357193987115,4.547493,0.8199458400851513,3.728697968166345,315,0.25288001496933477,0.15082872796698882,0.15925102756359033,0.1609064080749922,0.1361765556103478,0.13499957968997123,0.1422857436027698,0.13822644817364454,0.1417662194287459
