Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,dia,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
106,2022-05-01,2,0.155936845365818,0.1008980454305335,0.2,-0.1643802331041,-0.2584352984797923,-0.0161490683229813,1.4002135156412991,1.0328282828282829,1.697,0.2228144570635891,0.142150803461063,0.3030056864337936,0.8267206055463985,-6.131221719457014,47.77777777777778,-0.2228144570635891,-0.3030056864337936,-0.142150803461063,0.2023379583855251,0.1463013698630137,0.2839562443026435,0.054013172618125,0.0316582914572864,0.0867845993756503,1,1.3639040715342035,1.585021603294698,1.542994510339457,1.472974345580974,1.4174686301343906,0.14502621692732243
107,2022-05-06,2,0.1738154022825815,0.0795454545454545,0.2219752302318196,-0.1776909071289036,-0.2447768893474335,-0.029253451907325,1.4394004606951385,1.0602700096432016,1.648224043715847,0.2273070455912247,0.1111111111111111,0.2938802958977807,-1.4641262840697418,-921.6666666666669,21.77165354330709,-0.2273070455912247,-0.2938802958977807,-0.1111111111111111,0.216878844762159,0.0916313559322032,0.3379728765167737,0.0514187128058475,0.0189659651857625,0.0864036517769807,6,1.3464638337172647,1.538732692381394,1.5079750675838828,1.4658177980161469,1.4437665551851793,0.7011754659245325
108,2022-05-11,2,0.1936496561063756,0.1430997876857749,0.228395061728395,-0.19666493227356,-0.2412626832018038,-0.1068439192516002,1.4910872437299854,1.239250275633958,1.6359583952451708,0.2908419506725677,0.250348351137947,0.3362799263351749,0.4978738426136025,0.3376076938489281,0.6631299734748011,-0.2908419506725677,-0.3362799263351749,-0.250348351137947,0.234150133053173,0.1446488294314381,0.3023255813953489,0.0649287508389798,0.0313828710265235,0.0843683083511777,11,1.3290235959003263,1.4934611901107433,1.4729175361228886,1.4541723302502223,1.4564819984061257,1.101214045115354
109,2022-05-16,2,0.2199098227244509,0.1607651607651607,0.2666105971404541,-0.1657720380807943,-0.2181568088033012,-0.0877611940298507,1.3988723164453447,1.192408376963351,1.558057705840957,0.3234496426308909,0.2812219227313567,0.378563695416817,0.5220256209723914,0.3573994252873563,0.6906077348066298,-0.3234496426308909,-0.378563695416817,-0.2812219227313567,0.2604134642589077,0.1241909385113269,0.3464150943396227,0.0707604558771213,0.0240821160679036,0.095254353021509,16,1.3115833580833878,1.4492070964827455,1.4378590624712084,1.438436681508713,1.4573714301092613,1.3728212845564185
110,2022-05-21,2,0.2218997028317139,0.1506258092360811,0.2837688627162311,-0.1731167225045582,-0.2270642201834862,-0.0853909465020576,1.4203144723448444,1.186726659167604,1.5875370919881306,0.3148726959517302,0.2713472485768501,0.3798991074893287,0.5557262914442859,0.3504016064257028,0.7335058214747736,-0.3148726959517302,-0.3798991074893287,-0.2713472485768501,0.2824322159367163,0.1632294866169372,0.3946058091286306,0.0825604016624888,0.0404210526315789,0.1164069660861594,21,1.2941431202664493,1.4059704114974005,1.4028367931435766,1.4189970407007657,1.4480674887678044,1.540402836619519
111,2022-05-26,2,0.238860833031423,0.161660777385159,0.3039049235993208,-0.1987038455625725,-0.2634498058790904,-0.137212449255751,1.4978122053757656,1.3180677540777916,1.7153614457831323,0.3033814298586104,0.2602212602212602,0.3527080581241744,0.7918860908846586,0.4645849200304646,1.052012929767852,-0.3033814298586104,-0.3527080581241744,-0.2602212602212602,0.34967010164137,0.1810115350488021,0.4455399061032863,0.0937822920189016,0.0313708637730984,0.1307896347684146,26,1.2767028824495108,1.3637511351547085,1.3678878746547274,1.3962270464191613,1.430082997339024,1.625329137062816
112,2022-05-31,2,0.2657884505742221,0.1791179117911791,0.3309189678587596,-0.1858326455452296,-0.2584902862227495,-0.1175222740772168,1.458253591426397,1.2663461538461538,1.6972,0.3207616984979135,0.2638687891944042,0.3636363636363636,0.8717915237729096,0.5320855614973262,1.2079615648592998,-0.3207616984979135,-0.3636363636363636,-0.2638687891944042,0.3789186038123606,0.2442135096835145,0.4714428857715431,0.1145967993835788,0.0656967492611957,0.1446166914419197,31,1.2592626446325723,1.3225492674546697,1.333049453519395,1.3704877869403138,1.404814979587101,1.6461656841370995
113,2022-06-05,2,0.2803266680264002,0.1589871315898713,0.369622475856014,-0.163425421067862,-0.2434354485776805,-0.1170378777131508,1.3926128637709585,1.265102827763496,1.64352856109906,0.3463796939580292,0.2723091076356945,0.3997308209959623,0.7354803614419357,0.390896101245152,1.0133795837462836,-0.3463796939580292,-0.3997308209959623,-0.2723091076356945,0.3994715735359664,0.1621160409556314,0.521012658227848,0.1156330338179896,0.0351924264251903,0.1519965650493774,36,1.2418224068156336,1.2823648083972836,1.2983586762523143,1.342127800224272,1.3735486764059892,1.6188951357271053
114,2022-06-10,2,0.298970634520476,0.1581108829568788,0.3900955690703735,-0.1379943107014362,-0.2166597710660598,-0.0848257670415104,1.322208026252601,1.185376213592233,1.5531690140845071,0.3550622062039895,0.2572447614801605,0.4154652686762778,0.7469754530122515,0.3570117474302496,1.039351851851852,-0.3550622062039895,-0.4154652686762778,-0.2572447614801605,0.43156851556709,0.175032175032175,0.5736040609137056,0.1354455166033313,0.0455005055611729,0.17779632721202,41,1.2243821689986951,1.2431977579825504,1.2638526893682187,1.3114830739147167,1.3374615621422783,1.5571312245278803
115,2022-06-20,2,0.3148402263237843,0.2292328642759873,0.3595406360424028,-0.0292153512270259,-0.1116942758733803,0.0175438596491228,1.061349644242322,0.9655172413793104,1.2514771048744462,0.2983328889733048,0.2571959145775301,0.3260105448154657,2.055415149017378,0.9704321455648218,4.291925465838509,-0.2983328889733048,-0.3260105448154657,-0.2571959145775301,0.5204646561545406,0.3918781725888325,0.599676724137931,0.1626817163589113,0.1226036558181007,0.1848299912816041,51,1.1895016933648181,1.1679158830810432,1.1955436728079214,1.2446206015079637,1.2550200629537687,1.3739598358970755
